quote_id,ts,market_symbol,market_name,local_symbol,strike,right,side,bid,ask,mid,spread,bid_size,ask_size,implied_prob
4228,2026-05-27T12:00:44.097238+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.73,0.695,0.07,,,0.695
4229,2026-05-27T12:00:44.420649+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
4230,2026-05-27T12:00:44.736189+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
4231,2026-05-27T12:01:42.254180+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
4232,2026-05-27T12:01:42.629493+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
4233,2026-05-27T12:01:43.014984+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
4234,2026-05-27T12:01:43.388715+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.66,0.73,0.695,0.07,,,0.695
4235,2026-05-27T12:01:43.717295+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.73,0.695,0.07,,,0.695
4236,2026-05-27T12:01:44.097018+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
4237,2026-05-27T12:01:44.501222+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
4238,2026-05-27T12:02:42.638717+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
4239,2026-05-27T12:02:43.126961+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
4240,2026-05-27T12:02:43.473349+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
4241,2026-05-27T12:02:44.029895+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.66,0.73,0.695,0.07,,,0.695
4242,2026-05-27T12:02:44.867517+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.73,0.695,0.07,,,0.695
4243,2026-05-27T12:02:45.220642+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
4244,2026-05-27T12:02:45.547989+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
4245,2026-05-27T12:03:42.422838+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
4246,2026-05-27T12:03:42.763043+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
4247,2026-05-27T12:03:43.105187+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
4248,2026-05-27T12:03:43.496736+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.66,0.73,0.695,0.07,,,0.695
4249,2026-05-27T12:03:43.829196+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.73,0.695,0.07,,,0.695
4250,2026-05-27T12:03:44.147533+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
4251,2026-05-27T12:03:44.594541+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
4252,2026-05-27T12:04:42.288455+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
4253,2026-05-27T12:04:42.663972+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
4254,2026-05-27T12:04:43.022809+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
4255,2026-05-27T12:04:43.396213+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.66,0.73,0.695,0.07,,,0.695
4256,2026-05-27T12:04:43.746774+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.73,0.695,0.07,,,0.695
4257,2026-05-27T12:04:44.095056+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
4258,2026-05-27T12:04:44.532890+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
4259,2026-05-27T12:05:42.418024+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
4260,2026-05-27T12:05:42.842068+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
4261,2026-05-27T12:05:43.199677+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
4262,2026-05-27T12:05:43.912193+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.66,0.73,0.695,0.07,,,0.695
4263,2026-05-27T12:05:44.416473+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.73,0.695,0.07,,,0.695
4264,2026-05-27T12:05:44.774935+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
4265,2026-05-27T12:05:45.131418+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
4266,2026-05-27T12:06:42.435825+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
4267,2026-05-27T12:06:42.803406+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
4268,2026-05-27T12:06:43.143275+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
4269,2026-05-27T12:06:43.539568+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.66,0.73,0.695,0.07,,,0.695
4270,2026-05-27T12:06:43.914703+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.73,0.695,0.07,,,0.695
4271,2026-05-27T12:06:44.283212+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
4272,2026-05-27T12:06:44.755468+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
4273,2026-06-03T04:57:34.619663+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.86,0.933,0.8965000000000001,0.07300000000000006,,,0.1035
4274,2026-06-03T04:57:34.622096+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.067,0.14,0.1035,0.073,,,0.1035
4275,2026-06-03T04:57:34.623731+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.41000000000000003,0.51,0.46,0.09999999999999998,,,0.54
4276,2026-06-03T04:57:34.625861+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.27,0.36,0.315,0.08999999999999997,,,0.685
4277,2026-06-03T04:57:34.627312+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.22,0.205,0.03,,,0.205
4278,2026-06-03T04:57:34.628521+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.64,0.73,0.685,0.09,,,0.685
4279,2026-06-03T04:57:34.629549+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.49,0.59,0.54,0.1,,,0.54
4280,2026-06-03T04:58:35.704233+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.22,0.205,0.03,,,0.205
4281,2026-06-03T04:58:35.708480+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.41000000000000003,0.51,0.46,0.09999999999999998,,,0.54
4282,2026-06-03T04:58:35.709929+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.86,0.933,0.8965000000000001,0.07300000000000006,,,0.1035
4283,2026-06-03T04:58:35.711230+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.49,0.59,0.54,0.1,,,0.54
4284,2026-06-03T04:58:35.713008+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.27,0.36,0.315,0.08999999999999997,,,0.685
4285,2026-06-03T04:58:35.714423+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.64,0.73,0.685,0.09,,,0.685
4286,2026-06-03T04:58:35.716046+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.067,0.14,0.1035,0.073,,,0.1035
4287,2026-06-03T04:59:54.606222+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-B103.5,103.5,C,YES,0.99,,0.99,,,,0.99
4288,2026-06-03T04:59:54.612498+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-T101,101.0,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4289,2026-06-03T04:59:54.613687+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-B105.5,105.5,C,YES,,0.01,0.01,,,,0.01
4290,2026-06-03T04:59:54.614965+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-T108,108.0,C,YES,,0.01,0.01,,,,0.01
4291,2026-06-03T04:59:54.616204+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.22,0.205,0.03,,,0.205
4292,2026-06-03T04:59:54.617737+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-B107.5,107.5,C,YES,,0.01,0.01,,,,0.01
4293,2026-06-03T04:59:54.618754+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-B103.5,103.5,P,NO,0.0,0.010000000000000009,0.0050000000000000044,0.010000000000000009,,,0.99
4294,2026-06-03T04:59:54.619794+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-B105.5,105.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4295,2026-06-03T04:59:54.620724+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-T101,101.0,C,YES,,0.01,0.01,,,,0.01
4296,2026-06-03T04:59:54.621695+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-T108,108.0,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4297,2026-06-03T04:59:54.622847+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-B107.5,107.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4298,2026-06-03T04:59:54.623799+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-B101.5,101.5,C,YES,,0.01,0.01,,,,0.01
4299,2026-06-03T04:59:54.624768+00:00,KXHIGHTPHX-26JUN02,"Will the maximum temperature be 101-102° on Jun 2, 2026?",KXHIGHTPHX-26JUN02-B101.5,101.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4300,2026-06-03T04:59:54.625839+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-B72.5,72.5,C,YES,,0.01,0.01,,,,0.01
4301,2026-06-03T04:59:54.626818+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-B72.5,72.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4302,2026-06-03T04:59:54.627755+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-B70.5,70.5,C,YES,,0.01,0.01,,,,0.01
4303,2026-06-03T04:59:54.628546+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-T70,70.0,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4304,2026-06-03T04:59:54.629332+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-T70,70.0,C,YES,,0.01,0.01,,,,0.01
4305,2026-06-03T04:59:54.630109+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-B70.5,70.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4306,2026-06-03T04:59:54.631130+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-T77,77.0,C,YES,0.99,,0.99,,,,0.99
4307,2026-06-03T04:59:54.631898+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-T77,77.0,P,NO,0.0,0.010000000000000009,0.0050000000000000044,0.010000000000000009,,,0.99
4308,2026-06-03T04:59:54.632666+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-B76.5,76.5,C,YES,,0.01,0.01,,,,0.01
4309,2026-06-03T04:59:54.633441+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-B74.5,74.5,C,YES,,0.01,0.01,,,,0.01
4310,2026-06-03T04:59:54.634204+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-B74.5,74.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4311,2026-06-03T04:59:54.634970+00:00,KXLOWTPHX-26JUN02,"Will the minimum temperature be 76-77° on Jun 2, 2026?",KXLOWTPHX-26JUN02-B76.5,76.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4312,2026-06-03T04:59:54.635740+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-T67,67.0,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4313,2026-06-03T04:59:54.637512+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-B73.5,73.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4314,2026-06-03T04:59:54.638207+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-B73.5,73.5,C,YES,,0.01,0.01,,,,0.01
4315,2026-06-03T04:59:54.638896+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-T74,74.0,C,YES,,0.01,0.01,,,,0.01
4316,2026-06-03T04:59:54.639622+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-T67,67.0,C,YES,,0.01,0.01,,,,0.01
4317,2026-06-03T04:59:54.640333+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-T74,74.0,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4318,2026-06-03T04:59:54.641032+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-B69.5,69.5,P,NO,0.0,0.010000000000000009,0.0050000000000000044,0.010000000000000009,,,0.99
4319,2026-06-03T04:59:54.641721+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-B67.5,67.5,C,YES,,0.01,0.01,,,,0.01
4320,2026-06-03T04:59:54.642409+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-B69.5,69.5,C,YES,0.99,,0.99,,,,0.99
4321,2026-06-03T04:59:54.643187+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-B71.5,71.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4322,2026-06-03T04:59:54.643879+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-B104.5,104.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4323,2026-06-03T04:59:54.644736+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-B67.5,67.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4324,2026-06-03T04:59:54.645401+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-T105,105.0,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4325,2026-06-03T04:59:54.646096+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-B104.5,104.5,C,YES,,0.01,0.01,,,,0.01
4326,2026-06-03T04:59:54.646795+00:00,KXHIGHLAX-26JUN02,"Will the **high temp in LA** be 71-72° on Jun 2, 2026?",KXHIGHLAX-26JUN02-B71.5,71.5,C,YES,,0.01,0.01,,,,0.01
4327,2026-06-03T04:59:54.647505+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-T105,105.0,C,YES,,0.01,0.01,,,,0.01
4328,2026-06-03T04:59:54.648116+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-B100.5,100.5,C,YES,0.99,,0.99,,,,0.99
4329,2026-06-03T04:59:54.648752+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-B98.5,98.5,C,YES,,0.01,0.01,,,,0.01
4330,2026-06-03T04:59:54.649516+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-B100.5,100.5,P,NO,0.0,0.010000000000000009,0.0050000000000000044,0.010000000000000009,,,0.99
4331,2026-06-03T04:59:54.650290+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-B67.5,67.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4332,2026-06-03T04:59:54.650901+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-B67.5,67.5,C,YES,,0.01,0.01,,,,0.01
4333,2026-06-03T04:59:54.651850+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-T98,98.0,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4334,2026-06-03T04:59:54.652581+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-B102.5,102.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4335,2026-06-03T04:59:54.653388+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-B98.5,98.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4336,2026-06-03T04:59:54.653992+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-B71.5,71.5,C,YES,,0.01,0.01,,,,0.01
4337,2026-06-03T04:59:54.654792+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-T98,98.0,C,YES,,0.01,0.01,,,,0.01
4338,2026-06-03T04:59:54.656767+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-B71.5,71.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4339,2026-06-03T04:59:54.657351+00:00,KXHIGHTLV-26JUN02,"Will the maximum temperature be 102-103° on Jun 2, 2026?",KXHIGHTLV-26JUN02-B102.5,102.5,C,YES,,0.01,0.01,,,,0.01
4340,2026-06-03T04:59:54.658074+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-B69.5,69.5,C,YES,,0.01,0.01,,,,0.01
4341,2026-06-03T04:59:54.658763+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-B69.5,69.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4342,2026-06-03T04:59:54.659324+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-T67,67.0,C,YES,,0.01,0.01,,,,0.01
4343,2026-06-03T04:59:54.659871+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-T67,67.0,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4344,2026-06-03T04:59:54.660546+00:00,KXHIGHNY-26JUN03,"Will the **high temp in NYC** be 82-83° on Jun 3, 2026?",KXHIGHNY-26JUN03-B76.5,76.5,C,YES,,0.03,0.03,,,,0.03
4345,2026-06-03T04:59:54.661543+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-B73.5,73.5,C,YES,,0.01,0.01,,,,0.01
4346,2026-06-03T04:59:54.662218+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-T74,74.0,P,NO,0.0,0.010000000000000009,0.0050000000000000044,0.010000000000000009,,,0.99
4347,2026-06-03T04:59:54.662759+00:00,KXHIGHNY-26JUN03,"Will the **high temp in NYC** be 82-83° on Jun 3, 2026?",KXHIGHNY-26JUN03-B78.5,78.5,C,YES,0.04,0.05,0.045,0.01,,,0.045
4348,2026-06-03T04:59:54.663455+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-B73.5,73.5,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4349,2026-06-03T04:59:54.664092+00:00,KXLOWTLV-26JUN02,"Will the minimum temperature be >74° on Jun 2, 2026?",KXLOWTLV-26JUN02-T74,74.0,C,YES,0.99,,0.99,,,,0.99
4350,2026-06-03T04:59:54.664722+00:00,KXHIGHNY-26JUN03,"Will the **high temp in NYC** be 82-83° on Jun 3, 2026?",KXHIGHNY-26JUN03-B76.5,76.5,P,NO,0.97,1.0,0.985,0.030000000000000027,,,0.03
4351,2026-06-03T04:59:54.665243+00:00,KXHIGHNY-26JUN03,"Will the **high temp in NYC** be 82-83° on Jun 3, 2026?",KXHIGHNY-26JUN03-B78.5,78.5,P,NO,0.95,0.96,0.955,0.010000000000000009,,,0.045
4352,2026-06-03T04:59:54.665876+00:00,KXHIGHNY-26JUN03,"Will the **high temp in NYC** be 82-83° on Jun 3, 2026?",KXHIGHNY-26JUN03-B80.5,80.5,C,YES,0.24,0.25,0.245,0.01,,,0.245
4353,2026-06-03T04:59:54.666496+00:00,KXHIGHNY-26JUN03,"Will the **high temp in NYC** be 82-83° on Jun 3, 2026?",KXHIGHNY-26JUN03-B82.5,82.5,C,YES,0.47,0.5,0.485,0.03,,,0.485
4354,2026-06-03T04:59:54.667131+00:00,KXHIGHNY-26JUN03,"Will the **high temp in NYC** be 82-83° on Jun 3, 2026?",KXHIGHNY-26JUN03-T76,76.0,P,NO,0.99,1.0,0.995,0.010000000000000009,,,0.01
4355,2026-06-03T04:59:54.667639+00:00,KXHIGHNY-26JUN03,"Will the **high temp in NYC** be 82-83° on Jun 3, 2026?",KXHIGHNY-26JUN03-B80.5,80.5,P,NO,0.75,0.76,0.755,0.010000000000000009,,,0.245
4356,2026-06-03T04:59:54.668287+00:00,KXHIGHNY-26JUN03,"Will the **high temp in NYC** be 82-83° on Jun 3, 2026?",KXHIGHNY-26JUN03-T76,76.0,C,YES,,0.01,0.01,,,,0.01
